clip_id,voice_id,sentence_id,noise_type,snr_db,path,reference_raw,prediction_raw,reference_norm,prediction_norm,wer,cer
voice_02_s016_cafe_0db,voice_02,s016,cafe,0,data\noisy_wav\voice_02_s016_cafe_0db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after Sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_cafe_-5db,voice_02,s016,cafe,-5,data\noisy_wav\voice_02_s016_cafe_-5db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_cafe_-10db,voice_02,s016,cafe,-10,data\noisy_wav\voice_02_s016_cafe_-10db.wav,The movie started ten minutes after sunset.,the movement started 10 minutes after so...,the movie started ten minutes after sunset,the movement started 10 minutes after so,0.42857142857142855,0.2857142857142857
voice_02_s016_traffic_20db,voice_02,s016,traffic,20,data\noisy_wav\voice_02_s016_traffic_20db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_traffic_10db,voice_02,s016,traffic,10,data\noisy_wav\voice_02_s016_traffic_10db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_traffic_5db,voice_02,s016,traffic,5,data\noisy_wav\voice_02_s016_traffic_5db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_traffic_0db,voice_02,s016,traffic,0,data\noisy_wav\voice_02_s016_traffic_0db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_traffic_-5db,voice_02,s016,traffic,-5,data\noisy_wav\voice_02_s016_traffic_-5db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_traffic_-10db,voice_02,s016,traffic,-10,data\noisy_wav\voice_02_s016_traffic_-10db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_fan_20db,voice_02,s016,fan,20,data\noisy_wav\voice_02_s016_fan_20db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_fan_10db,voice_02,s016,fan,10,data\noisy_wav\voice_02_s016_fan_10db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_fan_5db,voice_02,s016,fan,5,data\noisy_wav\voice_02_s016_fan_5db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_fan_0db,voice_02,s016,fan,0,data\noisy_wav\voice_02_s016_fan_0db.wav,The movie started ten minutes after sunset.,The movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_fan_-5db,voice_02,s016,fan,-5,data\noisy_wav\voice_02_s016_fan_-5db.wav,The movie started ten minutes after sunset.,the movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s016_fan_-10db,voice_02,s016,fan,-10,data\noisy_wav\voice_02_s016_fan_-10db.wav,The movie started ten minutes after sunset.,the movie started 10 minutes after sunset.,the movie started ten minutes after sunset,the movie started 10 minutes after sunset,0.14285714285714285,0.07142857142857142
voice_02_s017_cafe_20db,voice_02,s017,cafe,20,data\noisy_wav\voice_02_s017_cafe_20db.wav,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_cafe_10db,voice_02,s017,cafe,10,data\noisy_wav\voice_02_s017_cafe_10db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_cafe_5db,voice_02,s017,cafe,5,data\noisy_wav\voice_02_s017_cafe_5db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_cafe_0db,voice_02,s017,cafe,0,data\noisy_wav\voice_02_s017_cafe_0db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_cafe_-5db,voice_02,s017,cafe,-5,data\noisy_wav\voice_02_s017_cafe_-5db.wav,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_cafe_-10db,voice_02,s017,cafe,-10,data\noisy_wav\voice_02_s017_cafe_-10db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen,0.125,0.1702127659574468
voice_02_s017_traffic_20db,voice_02,s017,traffic,20,data\noisy_wav\voice_02_s017_traffic_20db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_traffic_10db,voice_02,s017,traffic,10,data\noisy_wav\voice_02_s017_traffic_10db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_traffic_5db,voice_02,s017,traffic,5,data\noisy_wav\voice_02_s017_traffic_5db.wav,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_traffic_0db,voice_02,s017,traffic,0,data\noisy_wav\voice_02_s017_traffic_0db.wav,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_traffic_-5db,voice_02,s017,traffic,-5,data\noisy_wav\voice_02_s017_traffic_-5db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_traffic_-10db,voice_02,s017,traffic,-10,data\noisy_wav\voice_02_s017_traffic_-10db.wav,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_fan_20db,voice_02,s017,fan,20,data\noisy_wav\voice_02_s017_fan_20db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_fan_10db,voice_02,s017,fan,10,data\noisy_wav\voice_02_s017_fan_10db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_fan_5db,voice_02,s017,fan,5,data\noisy_wav\voice_02_s017_fan_5db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_fan_0db,voice_02,s017,fan,0,data\noisy_wav\voice_02_s017_fan_0db.wav,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_fan_-5db,voice_02,s017,fan,-5,data\noisy_wav\voice_02_s017_fan_-5db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s017_fan_-10db,voice_02,s017,fan,-10,data\noisy_wav\voice_02_s017_fan_-10db.wav,Please leave the receipt on the kitchen counter.,Please leave the receipt on the kitchen counter.,please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_02_s018_cafe_20db,voice_02,s018,cafe,20,data\noisy_wav\voice_02_s018_cafe_20db.wav,The dog barked loudly at the mail truck.,The dog barked loudly at the mail truck.,the dog barked loudly at the mail truck,the dog barked loudly at the mail truck,0.0,0.0
voice_02_s018_cafe_10db,voice_02,s018,cafe,10,data\noisy_wav\voice_02_s018_cafe_10db.wav,The dog barked loudly at the mail truck.,The dog barked loudly at the mail truck.,the dog barked loudly at the mail truck,the dog barked loudly at the mail truck,0.0,0.0
voice_02_s018_cafe_5db,voice_02,s018,cafe,5,data\noisy_wav\voice_02_s018_cafe_5db.wav,The dog barked loudly at the mail truck.,The dog barked loudly at the mail truck.,the dog barked loudly at the mail truck,the dog barked loudly at the mail truck,0.0,0.0
voice_02_s018_cafe_0db,voice_02,s018,cafe,0,data\noisy_wav\voice_02_s018_cafe_0db.wav,The dog barked loudly at the mail truck.,The dog bark loudly at the mail truck.,the dog barked loudly at the mail truck,the dog bark loudly at the mail truck,0.125,0.05128205128205128
voice_02_s018_cafe_-5db,voice_02,s018,cafe,-5,data\noisy_wav\voice_02_s018_cafe_-5db.wav,The dog barked loudly at the mail truck.,the dog barked loudly in the morning.,the dog barked loudly at the mail truck,the dog barked loudly in the morning,0.375,0.28205128205128205
voice_02_s018_cafe_-10db,voice_02,s018,cafe,-10,data\noisy_wav\voice_02_s018_cafe_-10db.wav,The dog barked loudly at the mail truck.,"In one hour, finally.",the dog barked loudly at the mail truck,in one hour finally,1.0,0.7692307692307693
voice_02_s018_traffic_20db,voice_02,s018,traffic,20,data\noisy_wav\voice_02_s018_traffic_20db.wav,The dog barked loudly at the mail truck.,The dog barked loudly at the mail truck.,the dog barked loudly at the mail truck,the dog barked loudly at the mail truck,0.0,0.0
voice_02_s018_traffic_10db,voice_02,s018,traffic,10,data\noisy_wav\voice_02_s018_traffic_10db.wav,The dog barked loudly at the mail truck.,The dog barked loudly at the mail truck.,the dog barked loudly at the mail truck,the dog barked loudly at the mail truck,0.0,0.0
voice_02_s018_traffic_5db,voice_02,s018,traffic,5,data\noisy_wav\voice_02_s018_traffic_5db.wav,The dog barked loudly at the mail truck.,The dog barked loudly at the mail truck.,the dog barked loudly at the mail truck,the dog barked loudly at the mail truck,0.0,0.0
voice_02_s018_traffic_0db,voice_02,s018,traffic,0,data\noisy_wav\voice_02_s018_traffic_0db.wav,The dog barked loudly at the mail truck.,The dog bark loudly at the mail truck.,the dog barked loudly at the mail truck,the dog bark loudly at the mail truck,0.125,0.05128205128205128
voice_02_s018_traffic_-5db,voice_02,s018,traffic,-5,data\noisy_wav\voice_02_s018_traffic_-5db.wav,The dog barked loudly at the mail truck.,The dog barked loudly at the mail truck.,the dog barked loudly at the mail truck,the dog barked loudly at the mail truck,0.0,0.0
voice_02_s018_traffic_-10db,voice_02,s018,traffic,-10,data\noisy_wav\voice_02_s018_traffic_-10db.wav,The dog barked loudly at the mail truck.,the dog bark loudly in the mattress.,the dog barked loudly at the mail truck,the dog bark loudly in the mattress,0.5,0.2564102564102564
voice_02_s018_fan_20db,voice_02,s018,fan,20,data\noisy_wav\voice_02_s018_fan_20db.wav,The dog barked loudly at the mail truck.,The dog barked loudly at the mail truck.,the dog barked loudly at the mail truck,the dog barked loudly at the mail truck,0.0,0.0
voice_02_s018_fan_10db,voice_02,s018,fan,10,data\noisy_wav\voice_02_s018_fan_10db.wav,The dog barked loudly at the mail truck.,The dog barked loudly at the mail truck.,the dog barked loudly at the mail truck,the dog barked loudly at the mail truck,0.0,0.0
